"ID","地域","緯度","経度","ジャンル1","サブジャンル1","ジャンル2","サブジャンル2","ジャンル3","サブジャンル3","名称","概略","郵便番号","住所","電話番号","Fax番号","E-mail","開館時間","休館日","料金","備考","リンク"
"1846","金沢市","36.587548","136.669906","避難所","","","","","","城北市民体育館（指定避難場所）","収容人数：330
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0804","金沢市鳴和2-10-44","076-251-0853","076-253-3556","","","","","標高：8.6M",""
"1847","金沢市","36.579432","136.669058","避難所","","","","","","森山公民館（指定避難場所）","収容人数：134
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0843","金沢市森山2-11-13","076-252-6873","076-252-6891","","","","","標高：12.4M",""
"1848","金沢市","36.583607","136.678677","避難所","","","","","","金沢桜丘高校（指定避難場所）","収容人数：948
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0818","金沢市大樋町16-1","076-252-1225","076-252-1643","","","","","",""
"1849","金沢市","36.586661","136.671389","避難所","","","","","","鳴和中学校（指定避難場所）","収容人数：3712
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0804","金沢市鳴和2-10-60","076-252-5228","076-252-5229","","","","","標高：9.6M",""
"1850","金沢市","36.57861","136.667744","避難所","","","","","","森山町小学校（指定避難場所）","収容人数：2510
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0843","金沢市森山2-13-50","076-252-6251","076-252-6252","","","","","標高：11.5M",""
"1851","金沢市","36.580636","136.663238","避難所","","","","","","元町第３児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0842","金沢市元町2-137","","","","","","","",""
"1852","金沢市","36.584503","136.657506","避難所","","","","","","浅野本町第３児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0848","金沢市京町59","","","","","","","",""
"1853","金沢市","36.584354","136.660891","避難所","","","","","","浅野本町第２児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0841","金沢市浅野本町2-125","","","","","","","",""
"1854","金沢市","36.586739","136.665312","避難所","","","","","","浅野町公民館（指定避難場所）","収容人数：113
災害適否  地震：利用可能 津波：利用可能 洪水：２階以上で利用可能 土砂：利用可能","920-0807","金沢市乙丸町甲161","076-251-1637","076-251-4008","","","","","標高：7.4M",""
"1855","金沢市","36.581731","136.658818","避難所","","","","","","浅野町小学校（指定避難場所）","収容人数：1591
災害適否  地震：利用可能 津波：利用可能 洪水：２階以上で利用可能 土砂：利用可能","920-0848","金沢市京町35-1","076-252-3573","076-252-0444","","","","","標高：8.0M",""
"1857","金沢市","36.572069","136.671863","避難所","","","","","","子来町さくら公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0836","金沢市子来町33","","","","","","","",""
"1858","金沢市","36.572695","136.669259","避難所","","","","","","子来町緑地（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0836","金沢市子来町2-1","","","","","","","",""
"1860","金沢市","36.574477","136.665101","避難所","","","","","","馬場公民館（指定避難場所）","収容人数：130
災害適否  地震：利用可能 津波：利用可能 洪水：２階以上で利用可能 土砂：利用可能","920-0831","金沢市東山3-9-35","076-252-0705","076-252-0726","","","","","標高：12.2M",""
"1861","金沢市","36.574681","136.665491","避難所","","","","","","馬場小学校（指定避難場所）","収容人数：1561
災害適否  地震：利用可能 津波：利用可能 洪水：２階以上で利用可能 土砂：利用可能","920-0831","金沢市東山3-9-30","076-251-7826","076-251-7827","","","","","標高：12.6M",""
"1862","金沢市","36.575809","136.657412","避難所","","","","","","瓢箪町公民館（指定避難場所）","収容人数：134
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0901","金沢市彦三町2-10-5","076-221-1476","076-221-1522","","","","","標高：12.2M",""
"1863","金沢市","36.576886","136.657155","避難所","","","","","","明成小学校（指定避難場所）","収容人数：1162
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0845","金沢市瓢箪町5-48","076-231-7438","076-231-5599","","","","","標高：11.0M",""
"1864","金沢市","36.581022","136.650969","避難所","","","","","","堀川新町公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0849","金沢市堀川新町70-1","","","","","","","",""
"1865","金沢市","36.577643","136.652321","避難所","","","","","","此花町緑地（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0852","金沢市此花町149-1","","","","","","","",""
"1866","金沢市","36.577133","136.651927","避難所","","","","","","此花公民館（指定避難場所）","収容人数：910
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0852","金沢市此花町2-7","076-263-8148","076-263-8148","","","","","標高：9.8M",""
"1867","金沢市","36.569944","136.642185","避難所","","","","","","神保緑地（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0861","金沢市三社町373-1","","","","","","","",""
"1868","金沢市","36.568947","136.648089","避難所","","","","","","穴水町児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0867","金沢市長土塀1-152","","","","","","","",""
"1869","金沢市","36.569235","136.651007","避難所","","","","","","玉川公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0863","金沢市玉川町11-3","","","","","","","",""
"1870","金沢市","36.572044","136.650009","避難所","","","","","","玉川苑（指定避難場所）","収容人数：212
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0862","金沢市芳斉2-3-28","076-260-6686","","","","","","標高：12.0M",""
"1871","金沢市","36.572038","136.64985","避難所","","","","","","芳斎公民館（指定避難場所）","収容人数：114
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0862","金沢市芳斉2-3-29","076-221-7226","076-221-7234","","","","","標高：11.8M",""
"1872","金沢市","36.572527","136.649097","避難所","","","","","","中央小学校芳斎分校（指定避難場所）","収容人数：1667
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0862","金沢市芳斉2-3-8","076-221-1811","076-221-1844","","","","","標高：11.8M",""
"1874","金沢市","36.56986","136.638958","避難所","","","","","","大和町防災拠点広場（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0046","金沢市大和町1-1","","","","","","","",""
"1875","金沢市","36.566616","136.645578","避難所","","","","","","中央市民体育館（指定避難場所）","収容人数：1747
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0865","金沢市長町3-3-3","076-260-4554","076-261-4358","","","","","標高：13.9M",""
"1876","金沢市","36.567145","136.645886","避難所","","","","","","長土塀公民館（指定避難場所）","収容人数：138
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0865","金沢市長町3-3-3","076-265-7496","076-265-7496","","","","","",""
"1877","金沢市","36.565847","136.660637","避難所","","","","","","金沢城公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0937","金沢市丸の内1-1","076-234-3800","076-234-5292","","","","","",""
"1878","金沢市","36.56952","136.652917","避難所","","","","","","松ヶ枝緑地（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0864","金沢市高岡町237-2","","","","","","","",""
"1879","金沢市","36.569886","136.652842","避難所","","","","","","松ヶ枝公民館（指定避難場所）","収容人数：152
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0864","金沢市高岡町7-23","076-221-6005","076-226-6113","","","","","標高：15.4M",""
"1880","金沢市","36.562781","136.650017","避難所","","","","","","長町緑地（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0865","金沢市長町2-2-43","","","","","","","",""
"1881","金沢市","36.563203","136.650074","避難所","","","","","","中央公民館長町館（指定避難場所）","収容人数：911
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0033","日本、〒920-0865 金沢市長町２丁目２−４３ 金沢市中央公民館長町館","076-220-2460","076-220-2461","","","","","標高：16.7M",""
"1882","金沢市","36.563425","136.649214","避難所","","","","","","長町公民館（指定避難場所）","収容人数：148
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0865","金沢市長町2-2-16","076-231-5730","076-231-5734","","","","","標高：16.6M",""
"1883","金沢市","36.567183","136.650725","避難所","","","","","","中央小学校（指定避難場所）","収容人数：3584
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0865","金沢市長町1-10-35","076-262-8560","076-262-8055","","","","","標高：14.7M",""
"1885","金沢市","36.560006","136.674213","避難所","","","","","","天神町緑地（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0925","金沢市天神町2-617-1","","","","","","","",""
"1886","金沢市","36.558391","136.67731","避難所","","","","","","天神しらうめ公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0925","金沢市天神町1-586-1","","","","","","","",""
"1887","金沢市","36.560545","136.679192","避難所","","","","","","田井町第１児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0924","金沢市田井町273","","","","","","","",""
"1888","金沢市","36.56648","136.665274","避難所","","","","","","味噌蔵町公民館（指定避難場所）","収容人数：149
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0931","金沢市兼六元町7-19","076-221-2573","076-221-2573","","","","","標高：20.4M",""
"1889","金沢市","36.559645","136.680268","避難所","","","","","","兼六中学校（指定避難場所）","収容人数：3262
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0924","金沢市田井町12-12","076-263-2458","076-263-2459","","","","","標高：23.4M",""
"1890","金沢市","36.564487","136.664343","避難所","","","","","","小将町中学校（指定避難場所）","収容人数：2404
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0932","金沢市小将町1-15","076-262-6272","076-262-6273","","","","","標高：24.9M",""
"1891","金沢市","36.565889","136.666004","避難所","","","","","","兼六小学校（指定避難場所）","収容人数：2180
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0931","金沢市兼六元町7-15","076-231-7279","076-232-0515","","","","","標高：20.2M",""
"1892","金沢市","36.567749","136.673666","避難所","","","","","","常盤町緑地（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：未利用","920-0835","金沢市東御影町163-1","","","","","","","",""
"1893","金沢市","36.564035","136.689738","避難所","","","","","","睦が丘公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-1161","金沢市鈴見台4-174","","","","","","","",""
"1894","金沢市","36.55978","136.685852","避難所","","","","","","郡家山公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：未利用","920-1162","金沢市鈴見町郡家山1000","","","","","","","",""
"1895","金沢市","36.559722","136.683864","避難所","","","","","","鈴見しょうぶ公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：未利用","920-1167","金沢市もりの里3-1000","","","","","","","",""
"1896","金沢市","36.56215","136.686935","避難所","","","","","","鈴見児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-1161","金沢市鈴見台2-356","","","","","","","",""
"1897","金沢市","36.564061","136.684213","避難所","","","","","","鈴見台第２児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-1161","金沢市鈴見台4-43","","","","","","","",""
"1899","金沢市","36.566961","136.667532","避難所","","","","","","材木公民館（指定避難場所）","収容人数：96
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0921","金沢市材木町13-11","076-231-3689","076-231-3689","","","","","標高：17.0M",""
"1900","金沢市","36.567165","136.667971","避難所","","","","","","旧材木町小学校（指定避難場所）","収容人数：2179
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0921","金沢市材木町13-12","","","","","","","標高：16.9M",""
"1902","金沢市","36.551374","136.659961","避難所","","","","","","菊川町公民館（指定避難場所）","収容人数：129
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0967","金沢市菊川2-3-3","","","","","","","標高：25.5M",""
"1903","金沢市","36.543675","136.674374","避難所","","","","","","城南中学校（指定避難場所）","収容人数：2598
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0966","金沢市城南1-24-1","","","","","","","標高：34.9M",""
"1904","金沢市","36.550316","136.661597","避難所","","","","","","旧菊川町小学校（指定避難場所）","収容人数：2206
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0967","金沢市菊川1-2-15","","","","","","","標高：26.3M",""
"1906","金沢市","36.5631","136.655513","避難所","","","","","","いしかわ四高記念公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0962","金沢市広坂2丁目","076-262-5464","076-261-1609","","","","","",""
"1907","金沢市","36.559386","136.662283","避難所","","","","","","本多の森公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0963","金沢市出羽町7","","","","","","","",""
"1908","金沢市","36.559162","136.660717","避難所","","","","","","本多公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0964","金沢市本多町3-51-1","","","","","","","",""
"1909","金沢市","36.555979","136.656861","避難所","","","","","","新竪町公民館（指定避難場所）","収容人数：170
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0971","金沢市鱗町62","076-231-0258","076-231-0260","","","","","標高：22.7M",""
"1910","金沢市","36.55549","136.660706","避難所","","","","","","遊学館高等学校（指定避難場所）","収容人数：214
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0964","金沢市本多町2-2-3","076-262-8484","076-262-6366","","","","","",""
"1911","金沢市","36.556175","136.662596","避難所","","","","","","県立工業高等学校（指定避難場所）","収容人数：1124
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0964","金沢市本多町2-3-6","076-261-7156","076-234-8008","kenkoh@m1.ishikawa-c.ed.jp","","","","",""
"1912","金沢市","36.555697","136.657037","避難所","","","","","","犀桜小学校（指定避難場所）","収容人数：1796
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0995","金沢市新竪町3-25","076-262-2355","076-262-2356","","","","","標高：23.2M",""
"1914","金沢市","36.535774","136.652192","避難所","","","","","","泉野出町第３児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8116","金沢市泉野出町4-1533","","","","","","","",""
"1915","金沢市","36.538946","136.662184","避難所","","","","","","平和町第１児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8105","金沢市平和町3-419-1","","","","","","","",""
"1916","金沢市","36.532424","136.652659","避難所","","","","","","長坂台児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8115","金沢市長坂台136","","","","","","","",""
"1917","金沢市","36.535058","136.656216","避難所","","","","","","長坂みはらし公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8112","金沢市長坂3-1521","","","","","","","",""
"1918","金沢市","36.538935","136.664171","避難所","","","","","","金沢大学人間社会学域学校教育学類附属高等学校（指定避難場所）","収容人数：364
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8105","金沢市平和町1-1-15","076-226-2154","076-226-2150","","","","","",""
"1919","金沢市","36.53798","136.665453","避難所","","","","","","金沢大学人間社会学域学校教育学類附属中学校（指定避難場所）","収容人数：749
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8105","金沢市平和町1-1-15","076-226-2121","076-226-2122","","","","","",""
"1920","金沢市","36.536717","136.665861","避難所","","","","","","金沢大学人間社会学域学校教育学類附属小学校（指定避難場所）","収容人数：390
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8105","金沢市平和町1-1-15","076-226-2111","076-226-2112","","","","","",""
"1921","金沢市","36.535006","136.657517","避難所","","","","","","長坂台小学校（指定避難場所）","収容人数：2376
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8112","金沢市長坂3-14-1","","","","","","","標高：58.4M",""
"1922","金沢市","36.539403","136.656189","避難所","","","","","","泉野出町第２児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8116","金沢市泉野出町1-2107","","","","","","","",""
"1923","金沢市","36.537515","136.650876","避難所","","","","","","泉野出町第１公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8116","金沢市泉野出町2-1601","","","","","","","",""
"1924","金沢市","36.54435","136.656784","避難所","","","","","","城南市民体育館（指定避難場所）","収容人数：331
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8111","金沢市若草町1-60","076-244-1843","076-244-7225","","","","","標高：48.0M",""
"1925","金沢市","36.539959","136.650192","避難所","","","","","","金沢市総合体育館（指定避難場所）","収容人数：4286
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8116","金沢市泉野出町3-8-1","076-247-0088","076-245-6466","","","","","標高：40.7M",""
"1926","金沢市","36.541333","136.658383","避難所","","","","","","金沢二水高等学校（指定避難場所）","収容人数：665
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8117","金沢市緑が丘20-15","076-241-3167","076-244-4555","nisuih@m1.ishikawa-c.ed.jp","","","","",""
"1927","金沢市","36.538192","136.648872","避難所","","","","","","金沢泉丘高等学校（指定避難場所）","収容人数：955
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8116","金沢市泉野出町3-10-10","076-241-6117","076-245-5253","","","","","",""
"1928","金沢市","36.542372","136.654113","避難所","","","","","","泉野小学校（指定避難場所）","収容人数：2598
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8117","金沢市緑が丘4-64","076-241-0615","076-242-2373","","","","","標高：46.0M",""
"1930","金沢市","36.540234","136.670952","避難所","","","","","","西大桑町児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8102","金沢市西大桑町715","","","","","","","",""
"1931","金沢市","36.541191","136.665351","避難所","","","","","","平和町公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8105","金沢市平和町2-164","","","","","","","",""
"1932","金沢市","36.527743","136.678934","避難所","","","","","","つつじが丘児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：未利用","921-8103","金沢市つつじが丘202","","","","","","","",""
"1933","金沢市","36.52532","136.677185","避難所","","","","","","万寿苑（指定避難場所）","収容人数：515
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8046","金沢市大桑町ヤ1-4","076-244-6745","","","","","","標高：131.1M",""
"1934","金沢市","36.54176","136.661173","避難所","","","","","","城南公民館（指定避難場所）","収容人数：329
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8111","金沢市若草町22-12","076-247-7041","076-247-7025","","","","","標高：52.0M",""
"1935","金沢市","36.544536","136.657948","避難所","","","","","","野田中学校（指定避難場所）","収容人数：3775
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8111","金沢市若草町1-23","076-241-5191","076-241-5192","","","","","標高：47.5M",""
"1936","金沢市","36.545327","136.660911","避難所","","","","","","十一屋小学校（指定避難場所）","収容人数：2615
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8106","金沢市十一屋町3-45","076-241-7348","076-241-7349","","","","","標高：47.5M",""
"1937","金沢市","36.56001","136.646552","避難所","","","","","","白菊町緑地（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8024","金沢市白菊町370-1","","","","","","","",""
"1938","金沢市","36.562232","136.637403","避難所","","","","","","神田町児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8027","金沢市神田1-271","","","","","","","",""
"1939","金沢市","36.55959","136.635442","避難所","","","","","","神泉児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8027","金沢市神田2-27","","","","","","","",""
"1940","金沢市","36.561333","136.644098","避難所","","","","","","中村町児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8022","金沢市中村町281","","","","","","","",""
"1941","金沢市","36.559456","136.641941","避難所","","","","","","中村町公民館（指定避難場所）","収容人数：128
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8022","金沢市中村町10-35","076-247-4447","076-247-4447","","","","","標高：14.1M",""
"1942","金沢市","36.560838","136.641925","避難所","","","","","","中村町小学校（指定避難場所）","収容人数：2174
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8022","金沢市中村町26-12","076-241-0716","076-241-0760","","","","","標高：14.5M",""
"1943","金沢市","36.54398","136.64863","避難所","","","","","","泉が丘おあしす広場（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8041","金沢市泉ヶ丘1-72","","","","","","","",""
"1944","金沢市","36.548927","136.644537","避難所","","","","","","弥生さくら公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8036","金沢市弥生1-753-1","","","","","","","",""
"1945","金沢市","36.549388","136.644677","避難所","","","","","","弥生公民館（指定避難場所）","収容人数：130
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8036","金沢市弥生1-29-13","076-241-1329","076-236-2237","","","","","標高：27.0M",""
"1946","金沢市","36.548819","136.645621","避難所","","","","","","泉中学校（指定避難場所）","収容人数：3279
災害適否  地震：利用不可 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8036","金沢市弥生1-26-1","076-242-2411","076-242-2412","","","","","標高：31.0M",""
"1948","金沢市","36.552635721973","136.64768276323","避難所","","","","","","野町公民館（指定避難場所）","収容人数：149
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8031","金沢市野町3-11-1","076-241-5971","076-241-5211","","","","","",""
"1949","金沢市","36.554034","136.639015","避難所","","","","","","金沢中央高等学校（指定避難場所）","収容人数：690
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8042","金沢市泉本町6-105","076-243-2166","076-243-2168","","","","","",""
"1950","金沢市","36.548845","136.645589","避難所","","","","","","泉小学校（指定避難場所）","収容人数：2791
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8036","金沢市弥生１丁目２６−１","076-241-8318","076-241-8319","","","","","標高：31.7M",""
"1951","金沢市","36.567253","136.645846","避難所","","","","","","長土塀青少年交流センター","収容人数：365
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0865","金沢市長町3-3-3","076-220-2102","","","","","","",""
"1952","金沢市","36.545958","136.663605","避難所","","","","","","いしかわ子ども交流センター（指定避難場所）","収容人数：58
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8101","法島町11-8","","","","","","","",""
"1953","金沢市","36.594143","136.648023","避難所","","","","","","諸江町上丁ゆうあい公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0014","諸江町上丁523","","","","","","","",""
"1955","金沢市","36.542379","136.68988","避難所","","","","","","田上さくらぶち公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-1157","金沢市田上さくら２丁目100","","","","","","","",""
"1956","金沢市","36.544234","136.693928","避難所","","","","","","田上郷公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-1156","金沢市田上の里１丁目195","","","","","","","",""
"1957","金沢市","36.5378","136.696694","避難所","","","","","","田上本町高嶋公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-1155","金沢市田上本町３丁目52-1","","","","","","","",""
"1958","金沢市","36.50285","136.695739","避難所","","","","","","金沢工業大学天池自然学苑体育館（指定避難場所）","収容人数：656
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-1331","天池町3","","","","","","","",""
"1959","金沢市","36.507023","136.62373","避難所","","","","","","四十万きずな広場（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8133","金沢市四十万町北ヌ42-1","","","","","","","",""
"1960","金沢市","36.548083","136.688669","避難所","","","","","","田上桜の道公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-1157","金沢市田上さくら３丁目136番地","","","","","","","",""
"1961","金沢市","36.516559","136.6965","避難所","","","","","","金沢学院大学（指定避難場所）","収容人数：340
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-1302","末町10","","","","","","","",""
"1962","金沢市","36.518109","136.67056","避難所","","","","","","北陸学院大学（指定避難場所）","収容人数：413
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-1346","三小牛町イ11","076-280-3850","","","","","","",""
"1963","金沢市","36.517617","136.671891","避難所","","","","","","北陸学院小学校（指定避難場所）","収容人数：196
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-1346","三小牛町イ11","076-280-3860","076-280-3861","","","","","",""
"1964","金沢市","36.583939","136.68156","避難所","","","","","","金沢星稜大学（指定避難場所）","収容人数：1396
災害適否  地震：利用可能 津波：利用可能 洪水：２階以上で利用可能 土砂：未利用","920-0813","御所町丑10-1","076-253-3924","","","","","","",""
"1965","金沢市","36.525431","136.70751","避難所","","","","","","北陸大学（指定避難場所）","収容人数：1253
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-1154","太陽が丘1-1","076-229-1161","076-229-1348","","","","","",""
"1966","金沢市","36.545988","136.708733","避難所","","","","","","金沢大学角間キャンパス（指定避難場所）","収容人数：1616
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-1192","金沢市角間町","076-264-5111","","","","","","",""
"1967","金沢市","36.55543","136.673666","避難所","","","","","","金沢大学鶴間キャンパス（指定避難場所）","収容人数：381
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0934","宝町13-1","","","","","","","",""
"1968","金沢市","36.597369","136.668946","避難所","","","","","","三池はすの里公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0809","金沢市三池栄町346","","","","","","","",""
